Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House,Name,Surname,Age,ID
Pure-blood,,7.0,9,9,9,10.0,10,5,Slytherin,Tammy,Anderson,11.0,2eca61b6-13d5-4d22-9793-1542b64c6cca
Pure-blood,2.0,4.0,5,9,7,8.0,10,4,Slytherin,Robert,,17.0,82ef5c5c-ce2f-49a9-b041-f22531f20471
Half-blood,8.0,3.0,5,3,3,4.0,10,2,Gryffindor,Alyssa,Robles,15.0,4fffe50e-b458-4438-8d0c-b2c81be6905a
Muggle-born,5.0,3.0,2,2,0,7.0,9,6,Gryffindor,Sara,Scott,17.0,e6b68dd4-92e5-475c-88a2-529099e7c9b2
Muggle-born,,3.0,7,10,8,6.0,6,5,Slytherin,Bradley,Rodriguez,15.0,77d90ca7-8fdf-426e-a77f-df64bc50c389
Half-blood,9.0,4.0,7,1,0,5.0,7,0,Gryffindor,Jose,Jenkins,14.0,047b5d4d-f348-49d5-910f-e0cec76b16a5
Muggle-born,4.0,0.0,5,6,10,5.0,10,2,Slytherin,Lisa,Morris,16.0,43fda89d-e3a2-4025-b989-32556d86759e
Half-blood,1.0,5.0,6,8,8,7.0,9,1,Slytherin,Tammy,,,dc09d7ec-4149-4a63-a61e-9d7b05aff5f6
Half-blood,5.0,4.0,6,3,5,6.0,2,4,Hufflepuff,Mary,Boone,11.0,a2468237-a2cb-4e63-af77-517b20748d58
Muggle-born,1.0,9.0,3,8,6,8.0,2,9,Ravenclaw,Chelsea,Deleon,16.0,084ce84e-e325-4572-af35-e802ef40ca63
Pure-blood,0.0,5.0,8,6,10,8.0,5,8,Slytherin,Benjamin,Craig,18.0,d370d3c4-2f77-4782-817f-259f30e81a85
Half-blood,4.0,9.0,3,2,2,0.0,7,10,Ravenclaw,Andrea,Henderson,18.0,7bfe1a97-bf9a-4ffa-af68-9a14a02be4ce
Half-blood,10.0,5.0,3,7,0,10.0,9,4,Gryffindor,Karen,,18.0,67219cdf-4249-48a0-ab88-c25ad7b38abd
Muggle-born,6.0,7.0,3,6,0,4.0,3,10,Ravenclaw,Michael,Jenkins,17.0,6a1bc8cb-01c7-4ae4-b4ec-fe8cda1e48d3
Muggle-born,8.0,9.0,0,10,9,9.0,9,4,Slytherin,Deborah,Harris,13.0,2b82392b-c4bf-4bc8-ae60-6f52dd5571e2
Muggle-born,4.0,10.0,7,6,2,2.0,3,10,Ravenclaw,Rebecca,Jennings,16.0,bdc44877-75c0-443c-adeb-99c89867d7e6
Muggle-born,4.0,0.0,5,6,7,5.0,4,0,Hufflepuff,Cindy,Ellis,18.0,1a628a77-82ad-499b-bf7b-28c7a7fe4040
Half-blood,4.0,4.0,7,5,1,3.0,6,0,Hufflepuff,Diane,Martinez,11.0,e71bdff3-1b00-4a97-b4af-27e041bc49b0
Half-blood,7.0,6.0,0,3,7,5.0,9,1,Gryffindor,Michael,Williams,11.0,dcf17e40-83c8-4ed4-a10b-f9ec7ef7ef50
Half-blood,3.0,0.0,2,10,10,6.0,6,4,Slytherin,Jenna,Ellis,,e5d14443-3de6-47eb-9f38-91e3852d2ac8
Half-blood,6.0,8.0,4,1,5,7.0,1,10,Ravenclaw,Savannah,Tucker,17.0,20e0d942-bc6e-4073-9e90-773d0e793a89
Pure-blood,4.0,,8,4,6,6.0,5,10,Ravenclaw,Cathy,Jackson,13.0,1aacfc08-9d1c-44f4-9de7-679711d897a4
Muggle-born,9.0,,5,6,2,3.0,9,0,Gryffindor,Daniel,Martinez,16.0,7d9e86c7-ee9b-44da-b2bf-13d36e212d98
Half-blood,7.0,8.0,9,4,0,7.0,0,9,Ravenclaw,Jason,Hall,13.0,cb55d5c3-7461-4c59-b7a3-2833951170a7
Half-blood,0.0,10.0,1,7,3,2.0,9,10,Ravenclaw,Kyle,Carey,14.0,cdb466fd-ba87-4355-901a-c1077db7d862
Half-blood,9.0,3.0,7,1,3,5.0,7,6,Gryffindor,Alison,Wilkerson,15.0,e259cce2-e7bb-4a4d-829d-858baa25b340
Pure-blood,3.0,7.0,1,9,1,2.0,6,10,Ravenclaw,Ann,,18.0,87b97771-74ed-4ce3-a619-47a50f96967e
Muggle-born,4.0,6.0,10,5,3,7.0,3,3,Hufflepuff,April,Riley,15.0,9162e2cf-4ee6-4e5f-8ac7-e5f29d0f60ca
Half-blood,9.0,10.0,7,6,2,9.0,0,6,Ravenclaw,Lance,Boone,15.0,824d89b0-1a66-4b42-9d72-aeb318a9751d
Muggle-born,6.0,10.0,3,4,6,5.0,1,6,Ravenclaw,Michael,Ryan,12.0,290711c2-ed18-411d-8c43-85d64de07149
Half-blood,5.0,0.0,10,6,4,,5,2,Hufflepuff,April,Cain,15.0,309c29b3-9968-4e35-9023-ec7ce66f4e9c
Pure-blood,7.0,8.0,2,5,0,7.0,8,4,Gryffindor,David,Ramirez,18.0,000ff730-50d3-4670-8a4b-f85504ff4e68
Half-blood,5.0,1.0,10,0,0,3.0,1,6,Hufflepuff,Christian,Morris,14.0,cb682f39-b76e-4070-91f9-e1ed78ea7c23
Muggle-born,10.0,0.0,3,4,0,6.0,7,2,Gryffindor,Catherine,Pham,13.0,8339d622-e55f-4a06-8e8f-d16fbb71288f
Pure-blood,1.0,7.0,10,6,0,9.0,8,7,Hufflepuff,Jennifer,Riley,15.0,6cc174f5-87bb-4d89-b6af-549418756b6a
Muggle-born,5.0,8.0,6,5,5,0.0,4,10,Ravenclaw,Beth,Hall,11.0,f1d9fd2a-df6a-4f37-8bfa-ef9170b62aba
Pure-blood,6.0,1.0,1,10,10,6.0,5,0,Slytherin,Ashley,Baker,11.0,a4687517-7cef-4ea1-9810-e15663e14e2a
Half-blood,5.0,5.0,7,7,3,3.0,6,5,Hufflepuff,Daniel,Diggory,12.0,52286a5e-53ed-45d5-a03d-85ab82486833
Muggle-born,,6.0,8,7,2,6.0,8,2,Gryffindor,Heidi,Ramirez,14.0,9acc2de6-88c5-4535-bcca-4dafaa2503f5
Half-blood,0.0,3.0,7,7,1,2.0,2,4,Hufflepuff,Carrie,Garza,12.0,8214972a-7afa-463d-97c9-f473b4dfb493
Muggle-born,5.0,8.0,10,0,4,3.0,4,1,Hufflepuff,Charles,,15.0,1a98c76f-2a12-4e5c-a4fc-3657facc6d6e
Half-blood,2.0,3.0,9,5,7,,3,1,Hufflepuff,Kara,White,17.0,b96c9f3e-1695-4faf-bd4f-da4a099d7069
Half-blood,0.0,4.0,3,9,10,7.0,10,5,Slytherin,Deborah,King,16.0,24096c83-11bd-4edd-a60d-dd7ff7cfee76
Half-blood,1.0,7.0,10,2,1,8.0,6,7,Hufflepuff,Paul,,17.0,2984ee57-52e4-42e9-9b76-0e5df4481779
Half-blood,2.0,3.0,10,2,5,0.0,6,3,Hufflepuff,Joshua,Simmons,14.0,2d5a5e29-00b2-4de2-b4ef-8cbf91beeb80
Muggle-born,0.0,,7,6,4,5.0,2,6,Hufflepuff,Johnny,Franco,13.0,930b5c34-e8f0-42dc-90da-dd77997294df
Half-blood,6.0,4.0,3,10,9,7.0,9,7,Slytherin,Robert,Russell,14.0,e66cca0b-dd86-4b29-bee8-9ba87419c40b
Half-blood,5.0,4.0,10,2,6,5.0,2,8,Hufflepuff,Lisa,Moreno,17.0,0f130be8-d8e0-4888-920f-f520319df4aa
Half-blood,,5.0,3,8,10,5.0,8,3,Slytherin,Kimberly,Jenkins,14.0,39edf668-414f-470d-814e-412e9d8a28dd
Muggle-born,2.0,2.0,10,6,3,,2,3,Hufflepuff,Marie,Mccoy,15.0,7ec26a51-05f4-40b1-be21-905515ff8da9
Half-blood,6.0,10.0,5,3,5,2.0,1,8,Ravenclaw,Spencer,Villarreal,12.0,e6c0ac0b-2899-441f-86c9-ca208727783a
Half-blood,10.0,6.0,5,4,3,5.0,9,3,Gryffindor,Linda,Contreras,11.0,4121933b-9c84-48f1-b8b1-28958d04d1b4
Pure-blood,2.0,6.0,7,8,2,0.0,6,10,Ravenclaw,Peter,King,,ef5ea3ef-187e-4a01-b128-83bb97305fdb
Muggle-born,0.0,4.0,5,2,1,2.0,2,8,Hufflepuff,Luis,Powers,17.0,7e19100b-0bdd-4ae3-a8f7-91a7a8416d8b
Muggle-born,8.0,2.0,2,6,6,4.0,9,5,Gryffindor,Joseph,Shaw,15.0,fa28239d-cbb9-4377-812c-f9f517570a63
Pure-blood,9.0,5.0,4,1,3,10.0,7,2,Gryffindor,Regina,Martinez,16.0,80a327a2-b0d4-4f14-a4cc-a10b78fc106b
Muggle-born,5.0,1.0,6,6,3,5.0,2,2,Hufflepuff,Jay,Reilly,16.0,44d6d404-a4a9-4d21-9b92-8686a703de64
Muggle-born,4.0,,0,10,10,6.0,10,1,Slytherin,Miranda,Davis,18.0,6d644c0a-23c1-4ec9-99f4-1d2923729c7b
Half-blood,8.0,3.0,4,9,7,8.0,10,1,Slytherin,Chase,Collins,15.0,cd8073d7-07d6-43e7-8f96-41c99c72cd3d
Muggle-born,,10.0,3,3,2,2.0,7,8,Ravenclaw,Jason,Perez,12.0,1c5930dd-b7eb-48b4-9304-0f399bfa2a00
Pure-blood,6.0,2.0,5,8,8,7.0,10,1,Slytherin,Samantha,Scott,12.0,1d6983f9-b1be-4b5f-bd91-10224c6e76b9
Muggle-born,1.0,10.0,8,9,0,,5,7,Ravenclaw,David,Johnson,,6b2e4c29-1b8e-4985-ac27-85848c033696
Pure-blood,0.0,5.0,5,9,7,,10,4,Slytherin,Theresa,,17.0,51cf42d7-1837-49bb-a555-c6b098e0da32
Half-blood,3.0,5.0,10,6,3,1.0,5,8,Hufflepuff,Anne,Martinez,18.0,d3aa6cdd-3551-4093-ba27-e26a378a4553
Half-blood,5.0,6.0,6,3,2,4.0,8,0,Hufflepuff,Juan,Fuller,18.0,49d3a736-0f21-43ab-b6eb-9632f79b948b
Muggle-born,5.0,6.0,3,6,4,0.0,2,9,Ravenclaw,Dominique,Ross,,9d7bf893-6214-4848-98df-43518229bfac
Pure-blood,9.0,4.0,7,10,7,3.0,7,0,Slytherin,Stuart,Pitts,15.0,53faefbb-2252-4327-aec9-94a599a85b01
Pure-blood,2.0,10.0,7,2,5,2.0,9,7,Ravenclaw,Todd,,12.0,5d6ec328-7d94-492d-aa9b-8c4173741868
Muggle-born,5.0,5.0,9,8,6,8.0,0,4,Hufflepuff,Debbie,Ellis,15.0,99837f1d-8f0d-4907-b0a0-0d0646ed917f
Pure-blood,8.0,5.0,4,4,3,7.0,3,7,Ravenclaw,Margaret,Stewart,13.0,4a12e98e-3470-4513-8c5f-e380dbee1288
Muggle-born,6.0,5.0,4,2,0,7.0,9,1,Gryffindor,John,Jennings,11.0,cc22e6e3-123c-4a58-9d47-68675aac13e3
Half-blood,1.0,4.0,6,3,4,6.0,7,7,Hufflepuff,Chad,Contreras,15.0,1e56a77f-1586-4181-886b-b6c139051782
Half-blood,10.0,4.0,2,3,3,9.0,8,6,Gryffindor,Catherine,Lewis,15.0,b2582506-7eb7-4795-b7f7-d64124dde378
Muggle-born,3.0,6.0,1,8,0,1.0,6,7,Ravenclaw,Christine,Fuller,11.0,60eb772f-8c4c-4167-82cf-a45ee67a7db4
Muggle-born,5.0,4.0,9,8,3,2.0,1,3,Hufflepuff,Jennifer,Williams,12.0,d5bde4aa-2672-4a76-a614-25a0e72cda6a
Muggle-born,2.0,10.0,4,9,1,6.0,5,10,Ravenclaw,Carla,Contreras,12.0,d64375b8-d32c-45b2-9f26-af343aa570b1
Muggle-born,7.0,9.0,5,5,1,10.0,10,2,Gryffindor,Bethany,Norris,18.0,2f645f60-57a5-4634-8eda-e4dc3408baa9
Half-blood,3.0,8.0,7,6,0,1.0,7,10,Ravenclaw,Mike,Johnson,16.0,59291c11-4a8d-47ea-adf9-f08a8300881e
Half-blood,10.0,8.0,7,5,0,9.0,10,4,Gryffindor,Selena,Ramirez,11.0,f6bc6519-9cf7-4cfc-94b6-64db4cc53318
Muggle-born,7.0,0.0,5,9,10,9.0,10,4,Slytherin,Jessica,Gray,17.0,047ef807-e5db-44ba-af2a-418c534d17de
Pure-blood,3.0,,7,1,3,1.0,7,10,Gryffindor,Nathaniel,,,4a491b8c-c6a5-4c97-91f2-cb452c0e220b
Pure-blood,8.0,9.0,6,4,0,,4,5,Ravenclaw,Michael,Villarreal,11.0,e676c106-afae-4e3d-aaf0-5e02920157f2
Pure-blood,5.0,5.0,2,4,1,4.0,5,8,Ravenclaw,Steven,,12.0,9dec8e28-9231-4fa7-bd2d-1fa52b15ee9a
Half-blood,6.0,7.0,3,3,2,7.0,9,8,Gryffindor,Jennifer,Riley,18.0,7b94298c-e0df-446d-b64d-f23656338502
Pure-blood,5.0,10.0,1,6,1,5.0,5,10,Ravenclaw,Jill,Fernandez,,7d7f615c-f8a8-4a4f-b5a8-c88accf88d2b
Half-blood,3.0,10.0,9,4,1,,0,10,Ravenclaw,Robyn,Kim,15.0,96a48187-db0f-4f83-837b-4db3245590b1
Muggle-born,6.0,4.0,5,5,0,6.0,2,6,Hufflepuff,Brittany,Alvarez,12.0,9c444e05-2a07-4a47-a871-cdcadf67bf74
Pure-blood,6.0,8.0,1,3,0,5.0,4,9,Ravenclaw,Kayla,King,11.0,dec57e9c-1a74-4060-b929-d274cfb6ea7b
Muggle-born,1.0,6.0,9,5,6,2.0,4,6,Ravenclaw,Brian,Williams,18.0,61a08687-00cf-4c36-acdc-fd2644a5fb8b
Half-blood,,8.0,5,9,5,7.0,10,7,Slytherin,Andrew,Russell,13.0,32669fda-af63-4285-8024-1ff84101c515
Half-blood,4.0,0.0,3,8,8,8.0,9,3,Slytherin,Aaron,Martinez,16.0,be0c4e78-1de2-485f-bbed-b1017ec5796c
Pure-blood,6.0,9.0,9,6,0,3.0,5,10,Ravenclaw,Jesse,Harris,17.0,4c280d6a-dd2f-45dc-b81e-9f4c6096fc65
Pure-blood,6.0,5.0,8,1,0,2.0,3,1,Hufflepuff,Sarah,Yang,15.0,c46fda11-ff55-436c-8204-5c30b5f4271d
Half-blood,10.0,3.0,6,3,7,5.0,9,8,Gryffindor,Matthew,King,12.0,c60378e7-7346-4956-b629-e22ff03da758
Muggle-born,9.0,1.0,4,5,4,10.0,7,0,Gryffindor,Robin,Morton,14.0,aa944252-d620-4706-8fdc-0d6f6f19f736
Muggle-born,7.0,6.0,1,9,3,10.0,8,1,Gryffindor,James,Ellis,13.0,7a2dda68-1ec5-4c05-9be7-27e72d3891d8
Pure-blood,7.0,9.0,4,5,2,4.0,5,6,Ravenclaw,Jessica,Morris,18.0,01895b52-4400-4c99-bb8d-1c00a567d634
Pure-blood,0.0,9.0,1,4,5,6.0,2,6,Ravenclaw,John,Hooper,12.0,5f7559af-ea2f-4de5-b790-ece39938c3d9
Muggle-born,6.0,0.0,5,10,10,6.0,9,3,Slytherin,Jason,Lewis,11.0,f18356d5-1017-4b0a-b3ab-fdae3dee6d4a
Half-blood,4.0,6.0,5,10,8,5.0,9,0,Slytherin,Mark,Ryan,13.0,bfe8683f-f3d9-4d89-bebf-2cf79257429c
Muggle-born,1.0,5.0,7,8,7,5.0,5,1,Slytherin,Shaun,Yang,16.0,c56936bc-dab0-4b7a-91a0-fcbb9da6046d
Pure-blood,9.0,4.0,2,8,6,7.0,8,8,Gryffindor,Angela,,11.0,1f2cc8ad-388c-4552-8a21-810f289afa16
Half-blood,6.0,9.0,4,2,3,6.0,5,5,Ravenclaw,Matthew,Scott,18.0,1e13ef3b-8594-4c7a-9812-4e851fe65189
Half-blood,1.0,7.0,2,10,9,6.0,10,0,Slytherin,Shannon,White,14.0,58a7a8f8-4ad6-41b0-b089-f83d33d5b069
Pure-blood,10.0,3.0,5,2,3,8.0,10,4,Gryffindor,Billy,Martinez,15.0,5e43f8a3-8f04-4c86-99c7-cce9e56eead6
Half-blood,8.0,10.0,2,7,0,7.0,7,6,Ravenclaw,Thomas,White,18.0,19b2cc29-0ae2-4178-aade-2c274f03a234
Pure-blood,3.0,8.0,2,1,0,6.0,2,10,Ravenclaw,Molly,Rodriguez,13.0,2345a875-9577-4e51-ab6a-8509206e1930
Half-blood,7.0,6.0,0,8,10,8.0,7,1,Slytherin,Stephen,Booth,18.0,5b7af836-0162-4867-b2a4-415d133d3d4d
Muggle-born,7.0,9.0,5,8,10,,7,3,Slytherin,Christian,Morris,,2fe998bf-0dda-4a75-85e0-d66aa8bb47cc
Muggle-born,4.0,10.0,3,3,0,3.0,6,9,Ravenclaw,Jacqueline,Peterson,16.0,95b50b34-ed32-4406-8e43-043386756640
Pure-blood,9.0,2.0,7,5,0,9.0,10,2,Gryffindor,John,White,11.0,e31fb0a8-45cc-4c52-bf6a-af8da26470fe
Half-blood,10.0,2.0,1,4,0,9.0,9,0,Gryffindor,Carolyn,Glenn,13.0,2daa8545-3531-4ee7-9b59-d0b3f3c23a2a
Muggle-born,3.0,1.0,3,9,10,5.0,7,2,Slytherin,Cheryl,Moreno,17.0,32b31115-b4d2-456b-9d14-06ce39db6bc9
Pure-blood,1.0,6.0,8,6,0,8.0,7,4,Hufflepuff,Alexander,Baker,16.0,02b90ef9-e9d5-4f7a-af47-bdfce8e512e3
Muggle-born,8.0,1.0,2,4,4,8.0,10,6,Gryffindor,Kathleen,Perez,14.0,b36dc834-d77f-43a3-b96e-1b208bd51f7f
Muggle-born,6.0,1.0,6,4,1,3.0,10,6,Gryffindor,Lee,Johnson,15.0,132408bb-06c1-4496-8ad5-4af29f1cd554
Muggle-born,5.0,6.0,9,6,5,3.0,7,1,Hufflepuff,Antonio,Scott,17.0,37ea794a-99ce-4cc7-a8b5-9175e57418f7
Muggle-born,2.0,6.0,6,7,8,6.0,9,2,Slytherin,Jonathan,Ross,17.0,97730c62-524d-40a4-b58f-78a5ba96a5b1
Pure-blood,5.0,0.0,3,1,1,7.0,10,3,Gryffindor,Diana,Perez,18.0,b52eaada-2c60-4b23-8c86-afe5dfa2ca34
Muggle-born,5.0,5.0,7,3,1,8.0,0,7,Hufflepuff,Joseph,Lee,11.0,50964567-2f5a-4407-a565-1929dad18fd3
Muggle-born,0.0,4.0,9,0,6,5.0,7,6,Hufflepuff,Jimmy,Perez,,a3acd271-9e1e-4163-97e6-0303170cc2e1
Pure-blood,6.0,2.0,7,7,4,8.0,9,6,Gryffindor,Joshua,Kim,11.0,d1883486-e823-4672-b210-f335c56fae12
Muggle-born,10.0,0.0,4,7,0,10.0,8,0,Gryffindor,Devin,Morris,18.0,ca8de4d1-bb18-497b-a00f-42f51e7bae60
Half-blood,0.0,3.0,6,0,1,1.0,1,8,Hufflepuff,Mary,Wilkerson,12.0,99db156d-3594-4f59-b3b5-482ddf49f5a0
Half-blood,6.0,6.0,10,1,3,0.0,0,2,Hufflepuff,Brett,Anderson,18.0,949bfe23-19df-4e17-8dba-cc1c4c05d0db
Half-blood,7.0,8.0,3,3,0,0.0,3,9,Ravenclaw,Jeffrey,Morton,18.0,6360d142-e35e-4122-a1be-fb8bcf335e05
Half-blood,9.0,4.0,4,7,4,5.0,9,8,Gryffindor,Kevin,Villanueva,12.0,920e1682-adf5-4142-a592-d2960893cbc2
Half-blood,3.0,8.0,0,4,2,2.0,1,10,Ravenclaw,Leah,Lovegood,18.0,3d1eeb57-4226-4088-ad43-b2ed0a19f35a
Half-blood,9.0,3.0,7,6,4,8.0,9,5,Gryffindor,Felicia,Simmons,,d7c28f49-c765-4ba3-a82e-7ed63fd74786
Muggle-born,0.0,8.0,7,9,6,10.0,5,7,Slytherin,Megan,Williams,15.0,a268710b-07ae-4df8-8c0a-f084dd712d81
Pure-blood,4.0,1.0,6,7,3,7.0,0,9,Hufflepuff,Benjamin,Villarreal,14.0,48d074a0-44c6-44b4-bb2f-0e9ec44ac272
Pure-blood,6.0,3.0,10,3,5,7.0,7,0,Hufflepuff,Rebekah,Russell,14.0,6087c080-a6f8-431b-8c79-9ca33ca25bec
Muggle-born,2.0,8.0,5,10,5,5.0,9,0,Slytherin,Joshua,Love,11.0,8ad9a57b-ed57-4aba-b8fd-be9cc5ae1ac4
Half-blood,9.0,8.0,5,6,4,5.0,6,7,Ravenclaw,Jerry,Diaz,18.0,d153f719-26d3-451f-ac3f-0156b717e638
Half-blood,8.0,1.0,0,0,5,10.0,9,6,Gryffindor,Bruce,,17.0,ce94e7cf-9e6d-4e28-aa50-5fb3bab4183d
Pure-blood,8.0,6.0,3,5,3,,6,4,Gryffindor,Alan,Tucker,,97b3ff1f-d801-4a62-b460-7f1dc16e35ff
Pure-blood,8.0,3.0,0,10,5,6.0,9,9,Slytherin,Kimberly,Lee,16.0,500b172f-bf5d-4353-a062-51021f9c9de3
Muggle-born,0.0,7.0,0,7,6,8.0,10,4,Slytherin,Robert,,11.0,98d3c73d-c7ea-4100-a0fa-3ca943ee3e8c
Pure-blood,10.0,5.0,4,4,3,8.0,7,0,Gryffindor,Jennifer,Santiago,,d0b34f41-c232-41c8-848e-7306d93807c2
Muggle-born,6.0,6.0,7,7,1,5.0,5,8,Hufflepuff,Dawn,Osborne,13.0,52974d9f-3062-4399-8da2-bd2fd5a07cd1
Muggle-born,2.0,3.0,1,10,6,5.0,7,2,Slytherin,Rachel,Jenkins,14.0,cb2c3139-f2b3-4e1c-812f-e119086645b1
Half-blood,10.0,,4,3,4,8.0,8,0,Gryffindor,John,Scott,18.0,e476625a-b694-491e-a7f6-bea6b28c5f6e
Half-blood,8.0,4.0,2,5,4,,10,1,Gryffindor,Joshua,Jenkins,17.0,cbfd1c51-91ad-4efb-9ae0-f6348a80117f
Muggle-born,1.0,10.0,3,4,5,5.0,6,7,Ravenclaw,Kathleen,Riley,14.0,baacd79c-e4f1-416e-ac65-5c58ebb551b4
Half-blood,2.0,0.0,5,6,10,7.0,10,7,Slytherin,Kristen,White,14.0,7c5d9056-c111-4044-a355-b8fcc21ee8e0
Half-blood,3.0,6.0,1,9,8,10.0,7,1,Slytherin,Tyler,,17.0,16ff4b0a-f4fd-4225-ade5-238a86afc293
Muggle-born,6.0,4.0,5,9,8,10.0,6,5,Slytherin,Emily,White,17.0,a01aa62b-97d5-4430-957a-9d84c674dcb8
Half-blood,4.0,,1,8,10,8.0,10,8,Slytherin,Sherri,Hines,18.0,f4bd8965-d802-47c2-a3f3-7dd713ddda5d
Half-blood,10.0,5.0,8,0,7,8.0,5,9,Gryffindor,Jennifer,Norris,,f56f2bcd-5c7f-480f-a376-aa9b468c0036
Muggle-born,2.0,1.0,5,9,6,7.0,7,6,Slytherin,Jeffrey,King,16.0,c128b78d-a1c0-47a4-b6e4-af2b6e091c4e
Pure-blood,3.0,8.0,4,7,4,8.0,0,10,Ravenclaw,Bryan,,14.0,b5212986-fe81-4fd1-b53c-c67d8093b26f
Half-blood,0.0,3.0,8,8,8,8.0,8,7,Slytherin,Kenneth,Morton,14.0,beeb773c-3d24-4941-a63c-72914d900558
Pure-blood,,5.0,4,0,0,9.0,8,5,Gryffindor,Alejandro,Yang,12.0,579b8c84-5f6a-4eb5-a19a-bd7cd74c5d56
Muggle-born,2.0,3.0,3,8,9,9.0,9,5,Slytherin,Lee,Jenkins,16.0,98408b93-6262-4313-ba32-e24cb55d02f7
Pure-blood,0.0,9.0,4,3,2,1.0,5,10,Ravenclaw,Amy,Ross,11.0,eb93c675-d951-41b0-938c-a50b0600c6d8
Muggle-born,,5.0,7,0,6,8.0,10,7,Gryffindor,Taylor,Taylor,14.0,972eeca9-2108-49cc-a819-f5d938fbc4e4
Half-blood,4.0,4.0,6,6,0,1.0,1,0,Hufflepuff,Andrew,Crane,17.0,38b57216-932f-4346-a388-4356778377d5
Half-blood,7.0,4.0,4,2,5,8.0,10,3,Gryffindor,Robert,Collins,13.0,204c2f9d-232e-4a46-bcbb-c9f5625f64e3
Pure-blood,,0.0,6,9,9,4.0,10,5,Slytherin,David,Morris,11.0,7c0523a2-79e7-4fa8-92fe-06d710373ba8
Half-blood,6.0,3.0,5,3,3,6.0,9,9,Gryffindor,Danielle,Peterson,,1b41987d-5ebe-4147-9569-08f03f58a87b
Pure-blood,6.0,9.0,6,4,6,0.0,3,6,Ravenclaw,Jennifer,Collins,,b597c0f9-c94a-4af8-80b3-a01d0d26090e
Pure-blood,5.0,4.0,4,7,10,9.0,7,3,Slytherin,Erica,Robles,14.0,04044e44-4225-4cfb-a350-6db465482d38
Muggle-born,8.0,4.0,2,8,8,10.0,7,4,Slytherin,Vincent,Sherman,16.0,ce9505ae-762e-4b15-a977-5afdd8e8d15e
Muggle-born,1.0,7.0,6,2,6,2.0,2,3,Hufflepuff,Lisa,Boone,12.0,ca6a8d00-36bb-4a58-aded-c4e0d90abc5a
Half-blood,8.0,8.0,9,5,1,2.0,5,5,Hufflepuff,Angela,Williams,15.0,f37c38bb-a66d-4442-98a6-cb8e2a86ea39
Pure-blood,8.0,7.0,4,2,4,8.0,10,0,Gryffindor,Marie,Sherman,13.0,cf6ac817-7df6-4dd5-999d-0d1c9844bce3
Half-blood,6.0,5.0,3,6,2,8.0,9,5,Gryffindor,Amber,Franco,15.0,74a671da-2c8c-43c8-a9b1-624d0c9fd948
Half-blood,3.0,7.0,0,9,4,8.0,3,10,Ravenclaw,Matthew,Perez,15.0,30f12b75-5a72-4ed6-b06d-e72ba954c22b
Muggle-born,7.0,2.0,1,6,1,8.0,10,1,Gryffindor,Shane,,15.0,f716d9fa-e44e-40ef-aba9-42d7505f54cf
Muggle-born,8.0,1.0,3,8,8,7.0,10,6,Slytherin,Ricky,Andrade,18.0,5e787bad-d2a1-42af-8ff3-987fb558b491
Pure-blood,3.0,1.0,4,10,5,8.0,8,4,Slytherin,Jennifer,Crane,15.0,5813f21c-fc18-4160-9190-6c922a71d53d
Muggle-born,6.0,0.0,6,5,5,9.0,2,3,Hufflepuff,Abigail,Burke,14.0,4aef9837-f200-4934-8601-d60f69b3da86
Half-blood,7.0,0.0,8,3,4,5.0,8,5,Hufflepuff,Nathan,Reilly,12.0,e448e62b-fcd2-4aa0-91e8-01abf34938e2
Half-blood,6.0,7.0,5,4,3,10.0,10,5,Gryffindor,Brett,Martinez,17.0,bf432ddd-32df-4e08-bced-e3d795056786
Pure-blood,3.0,5.0,3,10,10,4.0,10,3,Slytherin,Elizabeth,Williams,15.0,b41f9a8f-5bca-47ea-888b-b9444a168184
Half-blood,1.0,5.0,8,2,3,7.0,7,3,Ravenclaw,Amanda,Lovegood,17.0,24667cc2-9528-4cb6-a606-ae42fb940996
Muggle-born,2.0,0.0,10,3,3,1.0,3,9,Hufflepuff,Jesse,Craig,15.0,60d3df50-9236-4a61-8478-a50fb86521ab
Pure-blood,8.0,4.0,1,4,2,10.0,10,8,Gryffindor,Jared,Jenkins,15.0,d62f1888-31f2-42c5-85e6-0f8b72d38c8c
Muggle-born,4.0,10.0,1,4,7,7.0,3,6,Ravenclaw,Wesley,Booth,15.0,d049e989-08e3-4868-827a-7b5bbe3ee98f
Pure-blood,2.0,9.0,1,9,7,10.0,10,8,Slytherin,Patricia,Mullen,11.0,bcd6179c-7258-4a8c-85a9-74648b7529f1
Half-blood,,2.0,9,3,2,3.0,4,5,Hufflepuff,Laura,Harris,13.0,81eda94e-30e4-41c2-8c5a-ad286cea1dca
Half-blood,0.0,3.0,10,0,1,3.0,0,5,Hufflepuff,Kelly,,11.0,ae2efb3a-9e6e-4f41-8720-d63739090cb0
Muggle-born,,0.0,6,3,0,8.0,8,7,Slytherin,Brian,Malfoy,13.0,f8a42eed-4364-4e43-b5d8-60d6767c0584
Half-blood,4.0,5.0,2,10,10,3.0,10,7,Gryffindor,Corey,Weasley,16.0,d8cc4b28-ff7e-49e6-8a0c-bf367134cd54
Half-blood,5.0,5.0,8,9,3,,9,5,Gryffindor,Parker,Cain,14.0,ab65d7f9-b171-437e-b167-2bcacbb274a3
